cost2,obj,cost2,obj,cost2,obj
833.7344775,1613.7344775,763.6045775,1963.6045775,763.6045775,1963.6045775
877.6211159939569,1657.621115993957,806.8742725,2006.8742725000002,806.8742725,2006.8742725000002
920.2349804818709,1700.234980481871,851.464465,2051.464465,851.464465,2051.464465
961.4747364758279,1741.4747364758277,894.107855,2094.107855,894.107855,2094.107855
1004.2906714758278,1784.290671475828,936.642365,2136.642365,936.642365,2136.642365
1038.9492219576987,1818.9492219576987,974.7324675000001,2174.7324675,974.7324675000001,2174.7324675
1079.3427149697848,1859.3427149697848,1012.0573875,2212.0573875,1012.0573875,2212.0573875
1108.6529779516559,1888.6529779516557,1045.8397825,2245.8397824999997,1045.8397825,2245.8397824999997
1139.5466259335267,1919.5466259335267,1080.27621,2280.27621,1080.27621,2280.27621
